id_cliente;nombre;sexo;fecha_nacimiento;distrito;fecha_alta;segmento_programa
74;Vilma Hoz Ariño;F;8 de noviembre de 1951;Magdalena del Mar;08/02/2023;Bronce
75;Apolinar Hugo Yáñez Molina;M;1980-04-21;Breña;2023-01-31;Sin Programa
76;Clara Miralles Gómez;F;27/08/1979;Santiago de Surco;2023-02-28;Sin Programa
77;Gertrudis Castro Marín;F;1963-09-30;San Juan de Lurigancho;2023-08-08;Sin Programa
78;Estela de Agustí;F;1943-01-10;San Isidro;05/02/2023;Sin Programa
79;María de Beltrán;M;1973-11-05;San Borja;09/06/2023;Sin Programa
80;Clotilde Velasco-Lara;F;03/02/1947;Breña;05/05/2023;Plata
81;Úrsula Oller Bayona;F;1947-01-31;Pueblo Libre;2023-04-30;Plata
82;Gil López Cruz;M;2002-03-15;Jesús María;16/09/2023;Sin Programa
83;Sigfrido del Ángel;M;1972-08-30;Lince;04/02/2023;Bronce
84;Natividad Marí Calleja;F;12/03/1995;;2023-09-22;Plata
85;Dulce Carlos Campo;F;12 de agosto de 1967;Chorrillos;2023-12-19;Plata
86;Calixta Lladó-Luján;F;19/09/2006;Villa El Salvador;01/10/2023;Bronce
87;Clementina Paca Novoa Frutos;F;05/04/1958;Santiago de Surco;18 de septiembre de 2023;Plata
88;Ligia Torres Iglesias;F;2007-09-13;San Miguel;30/01/2023;Sin Programa
89;Araceli Roda Lloret;F;12/07/1970;Rímac;24/01/2023;Bronce
90;Abril Múgica Castrillo;F;24/01/1937;San Juan de Lurigancho;2023-09-28;Oro
91;Candelaria Sala Roma;F;1990-04-15;Surco;2 de mayo de 2023;Sin Programa
92;Adalberto Caparrós-Benet;M;1984-08-27;Villa El Salvador;2023-11-29;Sin Programa
93;Leandro Araujo Peiró;M;1956-11-23;Los Olivos;11/04/2023;Bronce
94;Leoncio Candelario Ropero Castell;M;25/09/2004;Lince;14 de junio de 2023;Sin Programa
95;Encarnita Pastor Ariño;F;1962-12-09;San Miguel;2023-12-12;Plata
96;Clementina Iborra Calderon;F;2 de septiembre de 1950;Chorrillos;2023-09-17;Sin Programa
97;Rosario Ramos Cortes;M;1991-07-15;Jesús María;2023-08-27;Sin Programa
98;Teresa Cámara Elorza;F;30 de septiembre de 2000;Ate;2023-12-07;Bronce
99;Aitana Escobar;F;1951-05-01;Miraflores;2023-11-12;Sin Programa
100;Rosendo Requena Hurtado;M;9 de mayo de 1978;Villa El Salvador;2023-06-14;Bronce
101;Cebrián Campoy Piñeiro;M;07/04/1993;Los Olivos;12 de marzo de 2023;Plata
102;Timoteo Sosa Girón;M;28/09/1967;Santiago de Surco;26/09/2023;Sin Programa
103;Salomé Seguí Olmo;F;14/04/1937;Miraflores;2023-09-28;Bronce
104;Samanta Goñi Gisbert;F;1943-11-03;San Borja;21/03/2023;Plata
105;Narciso Ferrando Pujadas;M;20 de noviembre de 1960;Los Olivos;13/11/2023;Plata
106;Eligia Baños Lorenzo;F;1968-02-12;Surco;2023-01-20;Bronce
107;Miguel Ángel Vergara Pulido;M;1949-09-03;;09/02/2023;Sin Programa
108;Fito Amorós-Carlos;M;20 de noviembre de 1977;Pueblo Libre;2023-03-05;Oro
109;Chuy Lara Arenas;M;28/09/1998;Chorrillos;10/08/2023;Sin Programa
110;María Rovira Ojeda;F;28/07/1946;San Martín de Porres;09/09/2023;Sin Programa
111;Isa Vidal Carlos;F;18/08/2002;Santiago de Surco;2023-09-28;Bronce
112;Vinicio Falcón;M;2001-05-13;Chorrillos;03/08/2023;Oro
113;Alfredo Rubio Abellán;M;25 de marzo de 2000;Comas;27 de junio de 2023;Sin Programa
114;Óscar Figueras-Pascual;M;17/01/1939;Miraflores;2023-04-29;Plata
115;Anastasia Murillo;F;1939-03-09;Santiago de Surco;10/11/2023;Sin Programa
116;Estefanía Narcisa Casanovas Mas;F;15/01/1990;Lince;13/09/2023;Bronce
117;Fabián Real-Morera;M;14/08/1968;Pueblo Libre;04/03/2023;Bronce
118;Pablo Marqués;M;1992-01-08;La Molina;29/10/2023;Sin Programa
119;Bernardo Feliu-Rivero;M;1966-07-09;San Borja;01/02/2023;Bronce
120;Nicolasa Dávila;F;1941-10-08;San Martín de Porres;2023-07-22;Sin Programa
121;Lucas Eutropio Ramis Abad;M;04/06/1969;;14/10/2023;Sin Programa
122;Eric Gallo Ropero;M;20/07/1946;La Molina;2023-12-11;Sin Programa
123;Marcio Nacio Montserrat Sola;M;05/08/1943;Breña;21/10/2023;Bronce
124;Isaura de Vicente;F;1996-02-04;La Molina;2023-10-23;Bronce
125;Rosalina de Blazquez;F;2007-07-04;Los Olivos;12 de septiembre de 2023;Sin Programa
126;José Ángel Naranjo Bueno;M;1979-07-31;Rímac;2023-07-15;Sin Programa
127;Nerea Menéndez Gomila;F;21/10/1968;San Borja;19 de marzo de 2023;Plata
128;Brunilda Amat Arteaga;F;01/04/1947;Magdalena del Mar;17/07/2023;Sin Programa
129;Jordán Beltran Sarabia;M;09/01/1952;San Isidro;23/04/2023;Bronce
130;Vicenta Ferreras;F;1943-06-29;Jesús María;29/06/2023;Sin Programa
131;Jose Miguel Pulido;M;28/11/1984;Ate;2023-12-17;Sin Programa
132;Brunilda Adán Campillo;F;19 de junio de 1979;Independencia;04/01/2024;Sin Programa
133;Damián Echeverría;M;19/06/1987;Ate;2024-01-30;Sin Programa
134;Jesús Ayllón-Ibañez;M;1942-10-27;Breña;14/01/2023;Sin Programa
135;Jessica Cañellas Sobrino;F;10/05/1938;San Isidro;15/01/2024;Sin Programa
136;Manuelita Molins-Salas;F;09/06/1957;Barranco;23/03/2023;Bronce
137;Sabina Pacífica Vargas Roldan;F;14/05/2006;San Isidro;09/01/2023;Bronce
138;Itziar Cuenca-Taboada;F;23/08/1986;Miraflores;2023-11-16;Plata
139;Efraín de Lluch;M;26 de septiembre de 1971;San Isidro;2023-01-10;Sin Programa
140;Jose Carlos Haro-Llobet;M;06/11/1992;Magdalena del Mar;2023-01-26;Oro
141;Angélica del Guitart;F;1954-11-06;San Martín de Porres;20/08/2023;Plata
142;Eva María Montenegro Berrocal;F;10/07/1957;San Isidro;27/10/2023;Bronce
143;Bárbara Guardia Piñol;F;21/10/1967;Los Olivos;19 de octubre de 2023;Bronce
144;Patricio Gargallo Baró;M;15/02/1984;San Miguel;08/01/2024;Sin Programa
145;Griselda Muro;F;1994-02-02;Los Olivos;16/07/2023;Sin Programa
146;Joan Ricart-Barrios;M;2002-06-02;San Miguel;2023-12-28;Bronce
147;Sigfrido Rivera Porras;M;1941-05-11;Ate;30/01/2024;Sin Programa
148;Pablo Agustín Pintor Tapia;M;5 de marzo de 1962;Magdalena del Mar;18/04/2023;Bronce
149;Feliciana Martín Porta;F;1962-02-13;Villa El Salvador;2023-03-06;Sin Programa
150;Julio César Giménez;M;01/07/1971;La Molina;24/02/2023;Oro
151;Constanza del Ruano;F;1950-11-12;Magdalena del Mar;16/09/2023;Plata
152;Albina del Navarrete;F;14/04/1971;Independencia;01/03/2023;Bronce
153;Porfirio Dalmau;M;16 de noviembre de 1994;La Molina;01/12/2023;Sin Programa
154;Ángel de Amores;M;1998-12-15;Independencia;2023-04-08;Bronce
155;Martina Amores;F;11/06/1970;Santiago de Surco;2023-07-19;Sin Programa
156;Milagros Romero Cerdá;F;2000-11-25;Miraflores;20/01/2023;Bronce
157;Casandra de Juan;F;1961-01-03;Lince;2023-12-04;Plata
158;Eugenia Galán;F;07/12/1946;San Miguel;12 de mayo de 2023;Bronce
159;Eugenia del Pinilla;F;21/08/1956;Independencia;2023-03-05;Sin Programa
160;Primitiva Robles Iniesta;F;17/09/1941;La Molina;28/07/2023;Sin Programa
161;José Aliaga Azorin;F;1975-09-19;San Martín de Porres;30/11/2023;Bronce
162;Dani Bayona Arjona;M;1966-12-26;San Martín de Porres;30 de marzo de 2023;Plata
163;Duilio Flores Almagro;M;1938-01-13;Comas;2023-04-28;Sin Programa
164;Carmelo Dimas Cases Sáenz;M;1974-10-15;Independencia;02/01/2024;Sin Programa
165;Marcela Gibert Sola;F;1978-06-28;Breña;14 de agosto de 2023;Plata
166;Rodolfo Peinado Diez;M;1982-09-23;Lince;2024-01-11;Bronce
167;Marcio Raúl Carbó Céspedes;M;1948-09-24;Barranco;08/04/2023;Sin Programa
168;Baltasar Amigó Mesa;M;29 de marzo de 1942;Surco;15/07/2023;Sin Programa
169;Nilo Wilfredo Perez Puente;M;15/03/1956;;2023-09-19;Oro
170;Anselmo Herrero Cal;M;27/12/1967;San Miguel;2023-05-05;Sin Programa
171;Susanita Carrillo Armengol;F;17/10/1960;Miraflores;2024-01-09;Plata
172;Luisina Romero Pellicer;F;6 de enero de 1958;Breña;6 de noviembre de 2023;Oro
173;José Luis Nogueira Alberola;M;22/07/1980;Barranco;01/01/2024;Bronce
174;Sergio Trillo;M;19/09/1969;;2023-10-03;Sin Programa
175;Inocencio Paredes Segura;M;22 de enero de 1974;San Juan de Lurigancho;2023-11-24;Sin Programa
176;Irma Echeverría Vélez;F;10/05/1998;Pueblo Libre;20/09/2023;Sin Programa
177;María Manuela Tomás Sola;F;10 de febrero de 1936;Barranco;2023-01-26;Bronce
178;Sara Ledesma;F;08/04/1976;La Molina;23/03/2023;Bronce
179;Teodosio Higueras Bolaños;M;2003-07-27;Jesús María;8 de septiembre de 2023;Sin Programa
180;Valero Sanmartín Hervás;M;1992-11-25;San Miguel;05/03/2023;Sin Programa
181;Mariana del Navarrete;F;2000-09-25;Santiago de Surco;03/01/2023;Sin Programa
182;Leocadia Morcillo Espada;F;1957-11-11;La Molina;2023-05-14;Plata
183;Cloe del Jordán;F;11/03/1984;San Isidro;2023-04-14;Plata
184;Enrique Llorente Agustín;M;1969-10-20;Rímac;07/11/2023;Sin Programa
185;Claudio Boada-Hernández;M;18/08/1953;Villa El Salvador;16/01/2024;Plata
186;Jose Ignacio Hernandez;M;2000-09-26;San Juan de Lurigancho;2023-06-30;Sin Programa
187;Mireia del Samper;F;27/08/1937;Independencia;08/10/2023;Bronce
188;Arturo Mariscal Giralt;M;12/05/1962;San Martín de Porres;2023-10-06;Sin Programa
189;Nydia Hervia;F;1943-12-16;Barranco;2023-05-07;Bronce
190;Natanael Peinado Sáenz;M;21/12/1991;San Miguel;2023-01-02;Bronce
191;Luisa Núñez-Roig;F;1943-02-07;Ate;23 de febrero de 2023;Plata
192;Eusebia Ortiz-Santiago;F;29 de mayo de 1955;San Juan de Lurigancho;2023-08-23;Sin Programa
193;Ezequiel Iglesias Gual;M;1979-07-14;San Martín de Porres;28/07/2023;Bronce
194;Poncio Fernández Moles;M;30/10/1946;La Molina;2023-10-20;Sin Programa
195;Perlita Esteve Feliu;F;1949-12-23;Santiago de Surco;2023-09-13;Bronce
196;Rafael Tomé Lloret;M;1943-04-07;San Isidro;18/08/2023;Sin Programa
197;Pía Luciana Luna Cabrera;F;1936-11-21;Jesús María;07/04/2023;Sin Programa
198;Emiliana Gordillo Paniagua;F;1984-01-12;Magdalena del Mar;4 de enero de 2024;Sin Programa
199;Encarna Alcalá Castañeda;F;23 de diciembre de 2003;Santiago de Surco;2023-05-05;Bronce
200;Amalia Ballester Manzano;F;1971-08-25;Independencia;2023-12-13;Sin Programa
201;Merche Tudela Calderon;F;20 de abril de 1964;San Martín de Porres;2023-01-26;Bronce
202;Maribel Luís Soria;F;1957-09-17;Independencia;29/08/2023;Bronce
203;Isabela del Espinosa;F;1974-12-31;Villa El Salvador;14/03/2023;Plata
204;Edmundo Tejedor Carbonell;M;1 de enero de 1987;Rímac;2023-02-18;Bronce
205;Gracia Téllez Benavent;F;1954-03-24;Rímac;03/10/2023;Plata
206;Maxi Olegario Baeza Cordero;M;1942-08-24;Barranco;2023-09-14;Bronce
207;Ruperta Mateu Blázquez;F;1944-09-13;;2024-01-16;Sin Programa
208;Benigno Rico Gonzalez;M;28 de noviembre de 1968;Magdalena del Mar;29/03/2023;Sin Programa
209;Fortunata Sanjuan-Salas;F;09/02/1999;La Molina;14/12/2023;Plata
210;Teodora Romeu Mayoral;F;1946-12-26;Comas;21/08/2023;Bronce
211;María Teresa América Cabezas Galiano;F;22/08/1948;La Molina;01/12/2023;Bronce
212;Dulce Bertrán Crespo;F;04/03/1994;Santiago de Surco;26 de febrero de 2023;Plata
213;Carmela Benavides Crespi;F;2003-04-24;San Isidro;2023-08-31;Sin Programa
214;Hernando Sanjuan Soriano;M;1982-10-23;;2023-03-26;Bronce
215;Alcides Guardiola Maldonado;M;22/05/1969;Chorrillos;21/01/2023;Sin Programa
216;Pascual Santiago Belda;M;03/06/2004;San Isidro;2023-02-20;Bronce
217;Óscar Lamas Figuerola;M;1961-06-18;Lince;04/09/2023;Sin Programa
218;Aurora Gomila;F;1964-07-11;San Borja;21/01/2023;Sin Programa
219;Yéssica Larrañaga Cisneros;F;1996-05-09;San Borja;20/11/2023;Sin Programa
220;América Daza Meléndez;F;16/08/1964;Breña;2023-11-24;Bronce
221;Pilar Sara Malo Saavedra;F;1946-06-15;San Martín de Porres;8 de agosto de 2023;Sin Programa
222;Josefina Mateu Quevedo;F;1979-06-25;San Borja;2023-02-12;Sin Programa
223;Leyre Uribe Río;F;20/05/1972;La Molina;2024-01-30;Bronce
224;María Belén Ariño Rosales;F;23/09/2006;Magdalena del Mar;29/03/2023;Bronce
225;María Del Carmen Ibáñez Amigó;F;04/11/1991;San Martín de Porres;05/10/2023;Sin Programa
226;Darío Almansa Leon;M;1974-04-24;San Miguel;25/01/2024;Sin Programa
227;Alex Rico Díez Sosa;M;16/03/1965;Independencia;22/05/2023;Sin Programa
228;Modesta Salamanca-Lobo;F;1967-06-27;;18/11/2023;Oro
229;Luís Ruano Téllez;M;1960-01-13;San Miguel;2023-02-15;Bronce
230;Joel Oliveras Real;M;25/08/1981;Santiago de Surco;2023-07-21;Sin Programa
231;Estrella Calvo Cuevas;F;1984-02-11;San Miguel;29 de julio de 2023;Bronce
232;Guiomar Valbuena Maldonado;F;19/07/1960;Lince;2024-01-29;Sin Programa
233;Ruth Arco;F;1941-03-20;Ate;2023-08-01;Plata
234;Arsenio del Iniesta;M;1977-11-17;San Borja;2023-03-03;Plata
235;Bautista Quintero Vilar;M;03/12/1954;;04/05/2023;Sin Programa
236;Máxima Sevilla Reyes;F;1946-07-09;Los Olivos;29/01/2023;Plata
237;Cecilia Villegas Pardo;F;29/05/1986;Santiago de Surco;2023-12-11;Sin Programa
238;Prudencia Leticia Salamanca Aznar;F;09/11/1946;Villa El Salvador;2023-05-14;Oro
239;Débora Castro Maestre;F;1988-08-19;La Molina;29/01/2023;Sin Programa
240;Vanesa del Carrión;F;25/05/1938;Pueblo Libre;21/09/2023;Bronce
241;Maxi Heras Cuadrado;M;2002-08-12;Independencia;21/06/2023;Sin Programa
242;Leoncio Alcalá Raya;M;1970-11-11;Santiago de Surco;28 de marzo de 2023;Sin Programa
243;Daniel Carballo Serrano;M;2004-09-30;Breña;2023-12-02;Oro
244;Moisés Correa Valentín;M;02/06/1952;;2023-02-01;Plata
245;José Manuel Llano Ribes;M;1972-11-28;San Miguel;16/01/2024;Sin Programa
246;Jovita de Saura;F;01/10/1986;San Isidro;2023-06-17;Sin Programa
247;Camilo Pla-Farré;M;08/12/1979;La Molina;21/07/2023;Sin Programa
248;Liliana Piedad Cerezo Baños;F;13/03/1946;Lince;26/05/2023;Oro
249;Rolando Ribera Nieto;M;02/09/1999;Barranco;2023-04-04;Plata
250;Débora Acedo-Luna;F;03/11/1975;San Juan de Lurigancho;2023-12-15;Bronce
251;Silvio Tovar Comas;M;25/03/1973;Independencia;11 de junio de 2023;Bronce
252;Lupita del Ochoa;F;1962-04-27;Rímac;2023-10-03;Sin Programa
253;Mamen Pi Sarabia;F;1945-10-18;Santiago de Surco;2023-03-18;Sin Programa
254;Tomasa Fabregat Haro;F;27/12/1985;San Isidro;2023-12-13;Plata
255;Fátima Cruz Reig Arranz;F;28 de julio de 1994;Ate;22 de diciembre de 2023;Bronce
256;Ramón Suárez Piquer;M;30 de noviembre de 1978;Magdalena del Mar;2024-01-10;Bronce
257;Natanael Cornejo;M;2000-05-01;Ate;26 de enero de 2023;Sin Programa
258;Alicia de Vallés;F;1980-02-24;Los Olivos;2023-08-03;Sin Programa
259;Eusebia Tomasa Cabrera Sacristán;F;26/03/1997;Jesús María;2024-01-27;Sin Programa
260;Lucila Saura Alcántara;F;1961-03-15;San Martín de Porres;09/09/2023;Bronce
261;Guadalupe Cortes Benavides;F;27/05/1944;Santiago de Surco;09/02/2023;Plata
262;Ricarda del Nevado;F;1980-12-23;Surco;2023-11-15;Sin Programa
263;Osvaldo Heliodoro Bernat Moya;M;27/01/1937;Miraflores;2023-06-15;Sin Programa
264;Fortunata Moliner-Torrents;F;28/10/1976;La Molina;10/04/2023;Bronce
265;Alicia Bayona-Guitart;F;07/02/1985;Villa El Salvador;2023-02-18;Bronce
266;Corona Botella Roura;F;18/05/1954;Pueblo Libre;2023-07-07;Bronce
267;Pía Cabrera Salcedo;F;1948-12-15;Santiago de Surco;22/08/2023;Sin Programa
268;Nélida Marí Andres;F;1936-11-05;Lince;17 de agosto de 2023;Bronce
269;Fermín Barba Marcos;M;1967-12-31;Miraflores;2023-04-29;Plata
270;Florentina Rosa Coello;F;13/03/1990;Pueblo Libre;2023-06-09;Sin Programa
271;Luisa Requena Escolano;F;20/04/1958;Miraflores;09/08/2023;Sin Programa
272;Carmelita Bermúdez Piñeiro;F;18/03/1960;Santiago de Surco;10 de diciembre de 2023;Sin Programa
273;Nilda Dalila Valenciano Clemente;F;28/03/1948;Barranco;2023-02-17;Plata
274;Joaquina Izquierdo Segura;F;18/12/1983;Rímac;22/01/2024;Sin Programa
275;Nazario Agustí Sola;M;05/06/1977;Los Olivos;08/09/2023;Sin Programa
276;Nilo Cruz Benavent;M;27/09/1948;Barranco;2023-06-19;Bronce
277;Fabiola del Rodrigo;F;1968-01-05;;10/06/2023;Sin Programa
278;Jessica Matas Flor;F;1987-12-18;Rímac;04/06/2023;Bronce
279;Tamara Tomas;F;05/09/1974;San Miguel;02/04/2023;Sin Programa
280;Cándida Pizarro Palomar;F;10 de diciembre de 1944;Chorrillos;22 de noviembre de 2023;Sin Programa
281;Eusebio Pancho Marquez Almeida;M;20/08/1963;Miraflores;2023-08-27;Oro
282;Emigdio Aguiló;M;30/05/2001;Jesús María;2024-01-13;Sin Programa
283;Teresa Noelia Avilés Valdés;F;1970-09-04;Ate;2023-12-08;Plata
284;Renata Grau Ortuño;F;6 de abril de 1983;San Miguel;01/07/2023;Sin Programa
285;Mercedes Falcón Iglesia;F;1966-12-20;;07/07/2023;Sin Programa
286;Mauricio Caballero Ariza;M;1990-05-17;Ate;11/01/2024;Sin Programa
287;Rufino Saez Aragonés;M;25/03/1984;Villa El Salvador;25/04/2023;Sin Programa
288;Filomena Patricia Catalá Bosch;F;1939-03-26;San Borja;2023-05-28;Sin Programa
289;Eugenia Ribes Echevarría;F;1970-04-15;Villa El Salvador;2024-01-04;Oro
290;Blas Paz Valls;M;23/11/1971;Ate;11/04/2023;Sin Programa
291;Selena Córdoba Jimenez;F;1981-05-13;San Martín de Porres;5 de julio de 2023;Sin Programa
292;Rosenda del Nevado;F;22/04/1938;;2023-04-22;Sin Programa
293;Josefina Benet Chico;F;1997-03-06;Pueblo Libre;2024-01-12;Bronce
294;Tito Puerta Paz;M;25/01/1990;Comas;2024-01-12;Bronce
295;Rosa Prat Alcalá;F;1944-05-06;Independencia;8 de marzo de 2023;Bronce
296;Lupe Casals Sanz;F;1942-07-14;Barranco;2023-10-04;Sin Programa
297;Nicodemo Juárez Piquer;M;06/09/1954;Lince;27 de octubre de 2023;Sin Programa
298;Asunción Guillen Soto;F;14/07/2001;Surco;04/10/2023;Bronce
299;María Teresa Mosquera Giralt;F;02/10/1989;;07/01/2024;Plata
300;Mercedes Simó Matas;F;27/04/1994;Villa El Salvador;2023-09-01;Sin Programa
301;Azahar Chaves;F;1941-06-20;San Borja;01/06/2023;Sin Programa
302;Alejo Mayo Ugarte;M;1953-12-27;Comas;17 de mayo de 2023;Sin Programa
303;Ariadna Guitart Cerdá;F;12/12/1997;San Miguel;28/01/2024;Bronce
304;Jenny Peláez;F;2 de septiembre de 1972;San Borja;04/01/2023;Sin Programa
305;Hortensia Cortes-Ribera;F;1960-07-18;San Juan de Lurigancho;11/09/2023;Plata
306;Sigfrido Tovar Raya;M;12/02/1954;Ate;25/04/2023;Plata
307;Alcides Pellicer Gaya;M;13/06/1954;Miraflores;03/03/2023;Sin Programa
308;Isidora de Pareja;F;27/07/1966;San Isidro;20/02/2023;Bronce
309;Noelia Pedrero Palmer;F;20 de junio de 1977;Jesús María;2023-06-26;Bronce
310;Heliodoro Llorente Falcó;M;22 de julio de 1974;San Miguel;11 de marzo de 2023;Bronce
311;Susana Sanz Bravo;F;13/02/1999;Breña;2023-08-25;Sin Programa
312;Miguel Ángel Almazán Ayuso;M;03/12/1995;Jesús María;17/11/2023;Sin Programa
313;Domingo Casas Fuertes;M;17/12/1953;Independencia;25/10/2023;Plata
314;Severino Galan Garzón;M;1990-04-16;San Borja;2023-08-05;Bronce
315;Eulalia Coloma Acedo;F;1946-09-26;Chorrillos;27/09/2023;Bronce
316;Tecla Coca Castillo;F;26/09/1994;Ate;2023-12-31;Oro
317;Edgardo Díaz-Canet;M;29/02/1948;Independencia;12/05/2023;Sin Programa
